"Status","Name","Duration in ms","Description"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","245",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","586",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","385",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","491",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","329","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","277","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","290",""
"passed","Testcase.live.test_rank_sales.TestCase_Rank_Sales#test_sales_big_category","757","验证达人带货榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_commission_rate","356","验证抖音销量榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","201",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","380",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","285",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","396",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","185",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","433",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_big_category","310","验证直播库近7天遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","491",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","424",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","183",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","417",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","782",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","321",""
"passed","Testcase.product.test_rank_liveRank.TestCase_Rank_LiveRank#test_liveRank_big_category","227","验证实时销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","280","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","279","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.live.test_rank_sales.TestCase_Rank_Sales#test_sales_big_category","335","验证达人带货榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","672",""
"passed","Testcase.author.test_mcn_rank.TestCase_Mcn_Rank#test_mcn_rank_date_sort","2096",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","1095",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","191",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","150",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","310",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","1089",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","443","验证抖音本地生活榜查看任意分类"
"failed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_star_category","261","验证带货小时榜遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","288","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","787",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","319",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","309",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","1134",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","285",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","212",""
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","481",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","151",""
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_hour_ranges","714","验证视频库按发布时段筛选，数据是否正确"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","724",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","447",""
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","344","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","722",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","201",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","719",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","243",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","175",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","586",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","256",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","308",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_big_category","291","验证选品库遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","182",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","313",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_product_type","145",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","181",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","371",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_big_category","220","验证选品库遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","681",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","188",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_sort","899",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","151",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","258",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","204",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","233",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_platform","205","验证选品库昨日、7天、30天，按商品来源筛选"
"passed","Testcase.shop_brand.test_brand_search.TestCase_Brand_Search#test_brand_search_product_type","196",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_star_category","1039","验证预热视频分析近7天遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","606",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","1561","验证抖音本地生活榜查看任意分类"
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_low_fans","217","验证今日带货榜按低粉达人筛选，数据是否正确"
"passed","Testcase.mine.test_authorMine.TestCase_AuthorMine#test_authorMine_sub_user_id","285","验证子账号达人收藏列表是否正确显示"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","201",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_duration_volume","748","验证选品库昨日、7天、30天，按昨日抖音浏览量筛选"
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_commission_rate","522","验证抖音热推榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_star_category","782","验证今日带货榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","491",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","170",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","189",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","552",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","177",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","299",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","497",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_commerce","844",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","416",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","375",""
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_big_category","200","验证抖音热推榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","1104",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","484",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","315",""
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","353","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","278",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","675","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","553",""
"passed","Testcase.aweme_material.test_aweme_product_search.TestCase_Aweme_Product_Search#test_aweme_product_search_star_category","475","验证带货视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","885",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","179","验证抖音本地生活榜查看任意分类"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","198","验证抖音本地生活榜查看任意分类"
"passed","Testcase.product.test_rank_liveRank.TestCase_Rank_LiveRank#test_liveRank_big_category","214","验证实时销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","248","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","365",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","283",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","152",""
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","334",""
"passed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","219","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","413","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","1166",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","833",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_timestamp","700","验证带货小时榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_sort","438",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","646",""
"passed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","305","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_sort","486","验证预热视频分析不同时间榜单是否会按总点赞增量升降排序"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","711",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","363",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_star_category","927","验证预热视频分析近7天遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_rank_sales.TestCase_Rank_Sales#test_sales_verification_type","334","验证达人带货榜日榜、周榜、月榜只看蓝V达人数据是否正确"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","179",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","536",""
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_big_category","231","验证今日带货榜遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","590","验证抖音本地生活榜查看任意分类"
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","428","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","753",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","898","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","213",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","291",""
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","446",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","143",""
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","330","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","316",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","224",""
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","403",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","893",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","292",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","392",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","551",""
"passed","Testcase.shop_brand.test_brand_search.TestCase_Brand_Search#test_brand_search_amount","5827",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","866",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","296","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","234",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","529",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","243",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","183",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_star_category","292","验证直播库遍历达人一级分类是否有返回数据"
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_sort_duration_product_rate","246","验证选品库昨日、7天、30天按转化率排序是否正确"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","611",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","262",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_timestamp","345","验证带货小时榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","229",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","901",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","456",""
"passed","Testcase.shop_brand.test_brand_search.TestCase_Brand_Search#test_brand_search_product_type","172",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","600",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","599",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","225",""
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_star_category","181","验证今日带货榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","211",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","567",""
"passed","Testcase.shop_brand.test_brand_search.TestCase_Brand_Search#test_brand_search_product_type","158",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","715",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","584",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","268",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","349",""
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","583","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","270","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","160",""
"passed","Testcase.aweme_material.test_aweme_product_search.TestCase_Aweme_Product_Search#test_aweme_product_search_star_category","979","验证带货视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","311",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","475",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_avg","17166",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_star_category","198","验证带货小时榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","590",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_product_type","141",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","254",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","190",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","283",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","286",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","531",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","410",""
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","186","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","191",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","302",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_product_type","189",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","619",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","187",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","274",""
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_star_category","1243","验证视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_authorRank_starDailyRank.TestCase_AuthorRank_StarDailyRank#test_starDailyRank_week","282","验证直播分享榜周榜是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","178",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_star_category","342","验证直播库遍历达人一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_commission_rate","251","验证抖音销量榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","278",""
"passed","Testcase.aweme_material.test_aweme_product_search.TestCase_Aweme_Product_Search#test_aweme_product_search_star_category","607","验证带货视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","328",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","663",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","167",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","268",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","384",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_sort","427",""
"passed","Testcase.shop_brand.test_brand_search.TestCase_Brand_Search#test_brand_search_product_type","191",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","158","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","338",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","149","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","728",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","349",""
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_big_category","811","验证今日带货榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","484",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_sort","191",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","216",""
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_time","568","验证视频库按发布时间筛选，数据是否正确"
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","365","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","288",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","209",""
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","890",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","766",""
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_big_category","208","验证抖音销量榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","2149",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","323",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","269",""
"failed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","161","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_rank_officialStarRank_5.TestCase_Rank_OfficialStarRank_5#test_rank_officialStarRank_5","167","验证视频精选潜力榜返回的数据是否大于20条"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","208",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","185",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","466",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","242",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","219",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","193",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","236",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","826",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","180","验证抖音本地生活榜查看任意分类"
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_product_type","306",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","509",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","287",""
