"Status","Name","Duration in ms","Description"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","294",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","350",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","368",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","184",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_product_type","338",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_product_type","343",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","420",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_sort","272",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","209",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","259",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_star_category","702","验证带货小时榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","284",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","216",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","465","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","423",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","293",""
"passed","Testcase.live.test_rank_soundbyte.TestCase_Rank_Soundbyte#test_soundbyte_timestamp","223","验证抖音官方小时榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","809",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","624",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","339",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","161",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","1593",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_star_category","1039","验证预热视频分析近7天遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","573",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","201","验证抖音本地生活榜查看任意分类"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","572","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","385",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","243",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_day_type","445","验证选品库昨日、7天、30天是否有数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","605",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_product_type","333",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","276",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","195",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","179",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","398",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","250",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_big_category","1372","验证预热视频分析近7天遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","503",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","464",""
"passed","Testcase.product.test_rank_allDayRank.TestCase_Rank_AllDayRank#test_allDayRank_big_category","410","验证全天销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_star_category","226","验证今日带货榜遍历达人一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","289",""
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","425",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","307",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","531",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","357",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","157",""
"passed","Testcase.product.test_rank_allDayRank.TestCase_Rank_AllDayRank#test_allDayRank_big_category","303","验证全天销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","934",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","663",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","230",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","333",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","192",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_timestamp","573","验证带货小时榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","282",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","328",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","292",""
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_timestamp","336","验证带货小时榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","405",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_product_type","212",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","439",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","714",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","451",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","353",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","282",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","435",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_product_type","160",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","390",""
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_commission_rate","635","验证抖音热推榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","267",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","1873",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","277",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","1038","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","1354",""
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_big_category","355","验证今日带货榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","364",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","265",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","375",""
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_sort","711",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","218",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","179",""
"passed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","246","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","146",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","154",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","315","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","195",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","166",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_avg","16551",""
"passed","Testcase.live.test_rank_official_daily.TestCase_Rank_Official_Daily#test_official_daily_big_category","167","验证今日带货榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","293",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_big_category","291","验证直播库近7天遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","1010",""
"passed","Testcase.aweme_material.test_aweme_product_search.TestCase_Aweme_Product_Search#test_aweme_product_search_time","870","验证带货视频库按发布时间筛选，数据是否正确"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","154",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","790",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","180",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","302",""
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_commission_rate","599","验证抖音热推榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","343",""
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","514",""
"passed","Testcase.product.test_rank_liveRank.TestCase_Rank_LiveRank#test_liveRank_big_category","202","验证实时销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.live.test_rank_official.TestCase_Rank_Official#test_official_product_category","159","验证带货小时榜遍历商品分类是否有返回数据"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","294","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","242",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","292",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","219",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","147",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","188",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","312",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","483",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","227",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","371",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","187",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","415",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","230",""
"passed","Testcase.aweme_material.test_aweme_hotspot_hour.TestCase_Aweme_Hotspot_Hour#test_hotspot_hour_interval","637","验证小时探测榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","946",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","340",""
"passed","Testcase.aweme_material.test_aweme_hotspot_hour.TestCase_Aweme_Hotspot_Hour#test_hotspot_hour_interval","2317","验证小时探测榜遍历所有的小时榜点是否有返回数据"
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_big_category","314","验证抖音热推榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","151",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","526",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","1084",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","976",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","199","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","216",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","726",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_product_type","498",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","497",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","159",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","289",""
"failed","Testcase.live.test_rank_top.TestCase_Rank_Top#test_top_star_category","249","验证直播实时热榜遍历达人一级分类是否有返回数据"
"passed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_big_category","202","验证抖音热推榜日榜、周榜、月榜遍历商品一级分类返回的数据是否大于20条"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","190",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","258",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","249","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_promotionAweme.TestCase_Rank_PromotionAweme#test_rank_promotionAweme_big_type","1238",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","331",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","360","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","789",""
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","189","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","362",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_star_category","748","验证预热视频分析近7天遍历达人一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","166","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","329",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","205",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","571",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","359",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_star_category","230","验证直播库遍历达人一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","681",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","368",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","595",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","348",""
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_time","468","验证视频库按发布时间筛选，数据是否正确"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","194",""
"passed","Testcase.live.test_live_warm.TestCase_Live_Warm#test_warm_big_category","2274","验证预热视频分析近7天遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","217",""
"passed","Testcase.product.test_product_search.TestCase_Product_Search#test_product_search_big_category","288","验证选品库遍历商品一级分类是否有返回数据"
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","435",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_product_type","548",""
"passed","Testcase.aweme_material.test_aweme_product_search.TestCase_Aweme_Product_Search#test_aweme_product_search_star_category","1065","验证带货视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","701","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.product.test_rank_liveRank.TestCase_Rank_LiveRank#test_liveRank_commission_rate","452","验证实时销量榜按佣金比例筛选"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_big_type","791",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","529",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","751",""
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_platform","299","验证抖音销量榜日榜、周榜、月榜，按商品来源筛选"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","300",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","214",""
"passed","Testcase.product.test_rank_liveRank.TestCase_Rank_LiveRank#test_liveRank_big_category","221","验证实时销量榜遍历商品一级分类是否有返回数据"
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","248","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","286",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","741",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","305",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","759",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","146",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","214",""
"failed","Testcase.product.test_rank_yesterdayHotRank.TestCase_Rank_YesterdayHotRank#test_yesterdayHotRank_commission_rate","277","验证抖音热推榜日榜、周榜、月榜，按佣金比例筛选"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","484",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","672",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","162",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","443",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_time","236","验证直播库按日期筛选"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","160",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","383",""
"passed","Testcase.author.test_authorRank_bangNew_E.TestCase_AuthorRank_BangNew_E#test_authorRank_bangNew_E_star_type","351",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","302",""
"passed","Testcase.shop_brand.test_rank_specialtyToday.TestCase_Rank_SpecialtyToday#test_rank_specialtyToday_product_type","400",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","602",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","814",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","348",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","610",""
"passed","Testcase.product.test_rank_yesterdaySaleRank.TestCase_Rank_YesterdaySaleRank#test_yesterdaySaleRank_platform","526","验证抖音销量榜日榜、周榜、月榜，按商品来源筛选"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","428",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","691",""
"passed","Testcase.live.test_live_windmill.TestCase_Rank_Windmill#test_windmill_category","348","验证直播风车榜日榜、周榜、月榜遍历达人分类是否有返回数据"
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_durations","377","验证视频库按视频时长筛选，数据是否正确"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","680",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","166",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","161",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","282",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_big_category","206","验证直播库近7天遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","267","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","658",""
"passed","Testcase.author.test_rank_officialStarRank_1.TestCase_Rank_OfficialStarRank_1#test_rank_officialStarRank_1","155","验证视频达人指数榜返回的数据是否大于20条"
"passed","Testcase.aweme_material.test_poi_rank.TestCase_Poi_Rank#test_poi_rank_get_label","1059","验证抖音本地生活榜查看任意分类"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","186",""
"passed","Testcase.live.test_rank_product.TestCase_Rank_Product#test_product_big_category","240","验证直播商品榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.live.test_rank_sales.TestCase_Rank_Sales#test_sales_big_category","295","验证达人带货榜日榜、周榜、月榜遍历商品一级分类是否有返回数据"
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","272",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","1258",""
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","357",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","1567",""
"passed","Testcase.live.test_live_search.TestCase_Live_Search#test_live_search_sort","304","验证直播库单是否会排序规则排序"
"passed","Testcase.author.test_authorRank_bangNew_G.TestCase_AuthorRank_BangNew_G#test_authorRank_bangNew_G_star_type","1209",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","196",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","178",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","251",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","202",""
"passed","Testcase.aweme_material.test_rank_hotAweme.TestCase_Rank_HotAweme#test_rank_hotAweme_hour_big_type","262",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","405",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","407",""
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","612",""
"passed","Testcase.author.test_authorRank_bangNew_D.TestCase_AuthorRank_BangNew_D#test_authorRank_bangNew_D_city_type","398",""
"passed","Testcase.author.test_authorRank_bangNew_A.TestCase_AuthorRank_BangNew_A#test_authorRank_bangNew_A_star_type","891",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_city_type","194",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_product_type","241",""
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","453",""
"passed","Testcase.aweme_material.test_aweme_search.TestCase_Aweme_Search#test_aweme_search_star_category","357","验证视频库遍历达人一级分类是否有返回数据"
"passed","Testcase.author.test_author_search.TestCase_Author_Search#test_author_search_star_product_category","474",""
"passed","Testcase.aweme_material.test_aweme_hotspot_day.TestCase_Aweme_Hotspot_day#test_hotspot_day_list_date","696","验证每日探测榜遍历所有榜点是否有返回数据"
"passed","Testcase.live.test_rank_sales.TestCase_Rank_Sales#test_sales_orderby","316","验证达人带货榜单日榜、周榜、月榜是否会排序规则排序"
"passed","Testcase.shop_brand.test_brand_rank.TestCase_Brand_Rank#test_brand_rank_product_type","1588",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","192",""
"passed","Testcase.aweme_material.test_aweme_hotspot_week.TestCase_Aweme_Hotspot_week#test_hotspot_week_list_date","336","验证七日探测榜是否有返回数据"
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","226",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_product_type","260",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","161",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_commerce","554",""
"passed","Testcase.shop_brand.test_shop_search.TestCase_Shop_Search#test_shop_search_avg","19000",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","1194",""
"passed","Testcase.author.test_author_rank_fans.TestCase_Author_Rank_Fans#test_author_rank_is_city","249",""
